CATEGORY,FOOD ITEM,QUANTITY,UNIT,PROTEIN,NET CARBS,DIETARY FIBRE,TOTAL SUGARS,FATS,CALORIES,unit_category,Protein_Level,Carbs_Level,Fats_Level,Refined_Cluster_Description,Cluster_Number,Reverse_Cluster_Number
SNACKS SPECIAL,La Peppermint Sugar Free Chewing Gum Bottle 60g,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,Cheez It Snap'd Sour Cream & Onion ,30,G,1.9,18.0,0.7,1.1,7.7,150.3,Base Units,Low,High,High,"Low, High, High",43,81
SNACKS SPECIAL,Kettle Crafted Collection Applewood Smoked Butter & Salt Chips ,25,G,1.7,13.6,0.0,0.7,6.5,119.7,Base Units,Low,High,Medium,"Low, High, Medium",42,82
SNACKS SPECIAL,Always Fresh Flatbread Crackers Rosemary & Potato 100g,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,Ritz Mini Crackers Barbeque Flavour  25 g,1,SERVE (18 CRACKERS),1.8,15.8,0.0,2.2,4.9,114.5,Unknown,Low,High,Medium,"Low, High, Medium",42,82
SNACKS SPECIAL,Always Fresh Grissini Three Seed & Sea Salt 125g,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,Arnott's Sourdough Crisps Caramalised Onion & Rosemary Crackers 150g,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,Woolworths Snack Pots Nut Mix Roasted & Salted 200g,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,Bhuja Mexican Style Mix 70g,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,Crankt Protein + Energy Bar Raspberry & Coconut ,60,G,19.9,4.0,3.1,3.5,7.7,171.1,Base Units,High,Low,High,"High, Low, High",83,41
SNACKS SPECIAL,Haribo Balla Stixx Strawberry 200g,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,Olina's Bakehouse Gluten Free Cranberry Pumpkin Cracker 100g,1,PC,1.5,9.2,0.9,3.5,2.1,63.5,Unknown,Low,Medium,Low,"Low, Medium, Low",36,88
SNACKS SPECIAL,Thins Onion Rings Sweet Chilli & Sour Cream 85g,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,Woolworths Sun Dried Apricots ,1,APRICOT,1.3,12.4,2.5,12.2,0.3,62.5,Unknown,Very Low,Medium,Very Low,"Very Low, Medium, Very Low",10,114
SNACKS SPECIAL,Bisko Bakehouse Aussie Animal Shapes Choc Chip ,1,CHIP,0.0,0.1,0.0,0.1,0.1,1.3,Unknown,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SNACKS SPECIAL,Woolworths Snack Pot Peanuts Cashews & Macadamia Mix 180g,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,Noway Collagen Bar Birthday Cake 45g,1,BAR,13.7,8.6,0.0,6.2,3.8,123.4,Count Units,High,Medium,Low,"High, Medium, Low",86,38
SNACKS SPECIAL,Tucker's Artisan Crackers Rosemary Linseed & Rock Salt ,25,G,2.4,15.2,0.0,1.0,3.8,104.6,Base Units,Low,High,Low,"Low, High, Low",41,83
SNACKS SPECIAL,Guylian Chocolate Opus Gift Box ,1,CHOCOLATE,0.7,5.4,0.0,5.1,4.0,60.4,Unknown,Very Low,Low,Medium,"Very Low, Low, Medium",7,117
SNACKS SPECIAL,Bhuja Aussie Style Mix Manuka Honey & Lemon Myrtle 70g,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,Allen's Anticol Throat Lozenge Vapour Action ,1, Lozenge,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SNACKS SPECIAL,"Woolworths Snack Pot Cashew, Almond & Pecan Mix 200g",,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,Arnott's Oat Crackers Walnut 110g,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,Freshlife Lamington Flavoured Nut & Fruit Mix,30,G,3.4,12.0,2.2,10.5,9.7,153.3,Base Units,Low,Medium,High,"Low, Medium, High",38,86
SNACKS SPECIAL,Pascall Chocolate Hokey Pokey Lumps Bites Snack & Share Bag 25g,1,SERVE (5 BLOCK),0.7,18.8,18.8,16.7,3.1,143.5,Unknown,Very Low,High,Low,"Very Low, High, Low",16,108
SNACKS SPECIAL,Haribo Balla Stixx Rainbow ,1,STICK,0.1,21.8,0.0,16.5,0.7,93.9,Unknown,Very Low,High,Low,"Very Low, High, Low",16,108
SNACKS SPECIAL,Pez Candy Dispenser Assorted 17g,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,Woolworths Cashew Roasted Snack Pots 180g,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,Always Fresh Flatbread Crackers Sun-dried Tomato & Olive g,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,Lucky Natural Pine Nuts,30,G,3.9,1.4,0.0,1.0,21.0,210.2,Base Units,Low,Low,Very High,"Low, Low, Very High",34,90
SNACKS SPECIAL,Bisko Bakehouse Dream Bites Shortbread Choc Jam Sandwich 30 g,1,BISCUIT ,0.5,5.7,0.0,3.2,2.2,44.6,Unknown,Very Low,Low,Low,"Very Low, Low, Low",6,118
SNACKS SPECIAL,Bisko Bakehouse Shortbread Bites Choc Chip Salted Caramel 5.9g,1,BISCUIT ,0.1,0.3,0.0,0.1,0.1,2.5,Unknown,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
SNACKS SPECIAL,Always Fresh Crackers Kalamata Olive ,1,CRACKER,6.0,10.4,0.0,3.3,5.3,0.0,Unknown,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,Rutherford & Meyer Garden Veg Cracker Minis With Seeds 30g,1,CRACKER,3.8,15.0,0.0,0.5,4.6,116.6,Unknown,Low,High,Medium,"Low, High, Medium",42,82
SNACKS SPECIAL,Woolworths Cranberry & Nut Mix 200g,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,Always Fresh Crackers Caramelised Onion 12g,3,BISCUIT ,0.5,9.7,0.0,0.3,0.7,47.1,Unknown,Very Low,Medium,Low,"Very Low, Medium, Low",11,113
SNACKS SPECIAL,Tucker's Artisan Crackers Parmesan Truffle & Pepper,1,CRACKER,2.9,15.1,0.0,0.8,4.6,113.4,Unknown,Low,High,Medium,"Low, High, Medium",42,82
SNACKS SPECIAL,Woolworths Snack Pot Honey Chilli Cashews 170g,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,Haribo Tangfastics 150g,,,6.0,10.4,0.0,3.3,5.3,127.1,Unknown,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
SNACKS SPECIAL,Cadbury Dairy Milk Velvet Block Hazelnut 25g,1,SERVE (3 BLOCK),3.0,9.8,0.0,9.2,9.9,140.3,Unknown,Low,Medium,High,"Low, Medium, High",38,86
SNACKS SPECIAL,Tucker's Artisan Crackers Caramelised Onion 25g,1,CRACKER,2.4,16.2,0.0,1.0,3.8,127.1,Unknown,Low,High,Low,"Low, High, Low",41,83
SNACKS SPECIAL,Woolworths Orchard Dried Fruit Blend Snack Pot ,1,DRIED FRUIT (1 POT),0.8,14.5,13.6,13.6,0.3,91.1,Unknown,Very Low,High,Very Low,"Very Low, High, Very Low",15,109
SNACKS SPECIAL,M&m's Coconut Chocolate Snack & Share Bag,1,PC,1.3,19.2,0.0,15.8,2.9,108.1,Unknown,Very Low,High,Low,"Very Low, High, Low",16,108
SNACKS SPECIAL,Cadbury Dairy Milk Freddo Frog Pineapple Chocolate Sharepack 15 g,1,PC,1.0,9.6,0.0,8.8,3.2,71.2,Unknown,Very Low,Medium,Low,"Very Low, Medium, Low",11,113
SNACKS SPECIAL,Cadbury Daily Milk Freddo 100s & 1000s Chocolate Share Pack 12g,1,PC,0.8,7.1,0.0,6.9,3.2,60.4,Unknown,Very Low,Medium,Low,"Very Low, Medium, Low",11,113
Chocolate Bars,Aero Peppermint Milk Chocolate Bar 20g,5,PCS,1.0,12.1,0.46,12.0,6.3,110.02,Count Units,Very Low,Medium,Medium,"Very Low, Medium, Medium",12,112
Chocolate Bars,Allen's Chocolate Freckles Lollies Family Size Bag 20g,6,FRECKLES,1.0,14.4,0.46,13.5,3.7,95.82,Unknown,Very Low,High,Low,"Very Low, High, Low",16,108
Chocolate Bars,Atkins Advantage Protein Bar Butterscotch Crisp 50g,1,BAR,6.0,10.4,0.0,3.3,5.3,0.0,Count Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
Chocolate Bars,Atkins Endulge Treat Caramelised White Choc Coated Almonds 4x 5pc 30g,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
Chocolate Bars,Atkins Low Carb Endulge Bar - Caramel Nut Chew 34g,1,BAR,5.0,2.0,5.9,1.0,8.0,111.8,Count Units,Medium,Low,High,"Medium, Low, High",58,66
Chocolate Bars,Atkins White Chocolate Swiss Roll Protein Bar 30g,1,BAR,7.3,1.4,3.9,1.4,6.0,96.6,Count Units,Medium,Low,Medium,"Medium, Low, Medium",57,67
Chocolate Bars,Aussie Bodies Lo Carb Whipped Chocolate Bars 30g,1,BAR,9.0,1.0,5.6,0.5,3.7,84.5,Count Units,High,Low,Low,"High, Low, Low",81,43
Chocolate Bars,Boodles 50% Less Sugar Chocolate & Caramel ,30,G,3.9,16.0,0.0,6.5,7.0,142.6,Base Units,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Boodles Boosted Chocolate Speckle ,30,G,5.0,15.7,0.0,7.5,7.6,151.2,Base Units,Medium,High,High,"Medium, High, High",68,56
Chocolate Bars,Boodles Boosted Peanut & Pretzel ,30,G,5.1,12.6,0.0,6.3,10.2,162.6,Base Units,Medium,Medium,High,"Medium, Medium, High",63,61
Chocolate Bars,Boodles Chocolate & Hazelnut ,30,G,6.7,15.3,0.0,6.5,8.0,160.0,Base Units,Medium,High,High,"Medium, High, High",68,56
Chocolate Bars,Cadbury Boost Milk Chocolate Bar 50g,1,BAR,1.8,29.7,0.0,23.6,13.9,251.1,Count Units,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Cadbury Boost Twin Pack Milk Chocolate Bar 38.5g,1,BAR,1.8,23.0,0.0,18.3,10.7,195.5,Count Units,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Cadbury Caramilk Chocolate Bar 45g,1,BAR,3.2,26.0,0.0,26.0,14.7,249.1,Count Units,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Cadbury Caramilk Chocolate Crunchie Bites Snack & Share Bag 27.9 g,3,PCS,1.9,17.0,0.0,16.5,8.4,151.2,Count Units,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Cadbury Caramilk Twirl Milk Chocolate Bites Snack & Share Bag 25g,5,PCS,1.9,14.8,0.0,14.6,7.5,134.3,Count Units,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Cadbury Cherry Ripe 48 x 44g,,,6.0,10.4,0.0,3.3,5.3,0.0,Unknown,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
Chocolate Bars,Cadbury Cherry Ripe Berry Truffle Milk Chocolate Bar 40g,1,BAR,2.0,21.0,0.0,17.6,10.7,188.3,Count Units,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Cadbury Cherry Ripe Chocolate Confectionery  68g,1,PC,6.0,10.4,0.0,3.3,5.3,0.0,Unknown,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
Chocolate Bars,Cadbury Cherry Ripe Dark Chocolate Bar 44g,1,BAR,2.1,24.2,0.0,20.4,11.1,205.1,Count Units,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Cadbury Cherry Ripe Dark Chocolate Minis Bites Snack & Share Bag 25 G,2,PCS,1.2,13.8,0.0,11.7,6.4,117.6,Count Units,Very Low,High,Medium,"Very Low, High, Medium",17,107
Chocolate Bars,Cadbury Cherry Ripe Twin Pack Dark Chocolate Bar 34g,,,1.6,18.7,0.0,15.8,8.6,158.6,Unknown,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Cadbury Chomp Milk Chocolate Bar 30g,1,BAR,0.7,20.3,0.42,15.6,7.1,148.74,Count Units,Very Low,High,High,"Very Low, High, High",18,106
Chocolate Bars,Cadbury Crunchie Milk Chocolate Bar 50g,1,BAR,0.8,40.2,0.15,34.3,7.4,230.9,Count Units,Very Low,High,High,"Very Low, High, High",18,106
Chocolate Bars,Cadbury Curly Wurly Milk Chocolate Bar 21.5g,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
Chocolate Bars,Cadbury Dairy Milk Big Bite Showbag Chocolate Mix Snacks,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
Chocolate Bars,Cadbury Dairy Milk Breakaway Chocolate Bar 22g,1,BAR,1.3,12.0,0.0,11.0,7.6,121.6,Count Units,Very Low,Medium,High,"Very Low, Medium, High",13,111
Chocolate Bars,Cadbury Dairy Milk Caramel Chocolate Caramello Bar 46g,1,BAR,2.7,27.5,0.0,24.6,12.0,228.8,Count Units,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Cadbury Dairy Milk Caramel Chocolate Caramello Koala 35g,1,BAR,2.1,20.9,0.49,18.7,9.1,174.88,Count Units,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Cadbury Dairy Milk Caramello Superbag Showbag Chocolate Snacks 20pc,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
Chocolate Bars,Cadbury Dairy Milk Caramilk Super Showbag Chocolate Snacks 9pc,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
Chocolate Bars,Cadbury Dairy Milk Cherry Ripe Super Showbag Chocolate Snacks 30pc,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
Chocolate Bars,Cadbury Dairy Milk Chocolate 48 x 50g,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
Chocolate Bars,Cadbury Dairy Milk Chocolate Bar 45g,1,BAR,3.3,26.0,0.9,25.0,14.0,245.0,Count Units,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Cadbury Dairy Milk Chocolate Bar  ,,,6.0,10.4,0.0,3.3,5.3,0.0,Unknown,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
Chocolate Bars,Cadbury Dairy Milk Chocolate Bar Large 37.5g,1/2,BAR,2.8,21.5,0.0,21.0,11.4,199.8,Count Units,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Cadbury Dairy Milk Chocolate Caramello Bites Large Snack & Share Bag 28.8g,3,PCS,1.7,17.3,0.0,15.4,7.6,127.1,Count Units,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Cadbury Dairy Milk Chocolate Caramello Bites Snack & Share Bag 28.8g,,G,1.7,17.3,0.0,15.4,7.6,144.4,Base Units,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Cadbury Dairy Milk Chocolate Roll  25g,7,PCS,1.9,14.2,0.58,13.8,7.8,135.76,Count Units,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Cadbury Dairy Milk Curly Wurly Super Showbag Chocolate Snacks 11pc,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
Chocolate Bars,Cadbury Dairy Milk Freddo & Friends Showbag Chocolate Snacks 20pc,,G,6.0,10.4,0.0,3.3,5.3,0.0,Base Units,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
Chocolate Bars,Cadbury Dairy Milk Freddo Chocolate ,35,G,2.7,20.1,0.81,19.6,10.6,188.22,Base Units,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Cadbury Dairy Milk Hazelnut Chocolate Bites Snack & Share Bag 27.9,3,PCS,2.2,14.9,0.0,14.5,9.2,151.2,Count Units,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Cadbury Dairy Milk Peppermint Bites Chocolate Snack & Share 28.8g,3,PCS,1.6,18.4,0.0,16.7,6.6,139.4,Count Units,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Cadbury Dairy Milk Pink Lemonade Chocolate Bar 46g,1,BAR,2.5,29.8,0.0,27.3,9.8,217.4,Count Units,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Cadbury Dairy Milk Slices Lamington Chocolate Bar 45g,1,LAMINGTON,3.0,25.6,0.0,24.3,12.8,229.6,Unknown,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Cadbury Dairy Milk Slices Raspberry Chocolate Bar 50g,1,BAR,3.4,28.5,0.0,27.7,15.6,268.0,Count Units,Low,High,Very High,"Low, High, Very High",44,80
Chocolate Bars,Cadbury Dairy Milk Strawberry Bites Chocolate Snack & Share 28.8,3,pcs,1.6,18.4,0.0,17.0,6.5,138.5,Unknown,Low,High,Medium,"Low, High, Medium",42,82
Chocolate Bars,Cadbury Dairy Milk Team Australia Green & Gold Chocolate Bar  45g,1,Bar,3.1,26.8,0.0,26.1,12.8,234.8,Unknown,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Cadbury Dairy Milk Top Deck Chocolate Bites Snack & Share Bag 25g,3,PCS,1.8,14.2,0.0,13.9,7.9,135.1,Count Units,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Cadbury Dream White Chocolate Bar 50 g,1,Bar,2.0,30.9,0.0,30.9,15.8,273.8,Unknown,Low,High,Very High,"Low, High, Very High",44,80
Chocolate Bars,Cadbury Flake Milk Chocolate Bar 30 g,1,Bar,2.2,17.6,0.69,17.2,8.6,157.98,Unknown,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Cadbury Fry's Turkish Delight Milk Chocolate Bar 50 g,1,Bar,0.5,37.2,0.0,25.9,3.9,185.9,Unknown,Very Low,High,Low,"Very Low, High, Low",16,108
Chocolate Bars,Cadbury Fry's Turkish Delight Milk Chocolate Bites Snack & Share 25g,5,PCS,0.4,18.4,0.0,14.6,3.6,107.6,Count Units,Very Low,High,Low,"Very Low, High, Low",16,108
Chocolate Bars,Cadbury Fry's Turkish Delight Twin Pack Milk Chocolate Bar 35g,1,Bar,0.4,26.2,0.0,18.2,2.7,130.7,Unknown,Very Low,High,Low,"Very Low, High, Low",16,108
Chocolate Bars,Cadbury Marvellous Creations Jelly Popping Candy Chocolate Bar,1,Bar,3.3,30.8,1.16,29.3,13.3,258.42,Unknown,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Cadbury Moro Chocolate Bars Confectionery,,,1.6,72.1,0.0,55.8,15.3,432.5,Unknown,Low,Very High,Very High,"Low, Very High, Very High",49,75
Chocolate Bars,Cadbury Moro Milk Chocolate Bar 50 g,1,Bar,1.6,36.0,0.0,27.9,7.6,218.8,Unknown,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Cadbury Picnic Milk Chocolate Bar 46g,1,Bar,4.0,24.6,1.15,19.7,13.9,241.8,Unknown,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Cadbury Picnic Twin Pack Milk Chocolate Bar 33.5 g,1,Bar,2.9,17.9,0.0,14.4,10.1,174.1,Unknown,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Cadbury Twirl Breakaway 12g,1,MINI BAR,0.8,6.9,0.0,6.0,3.6,63.2,Unknown,Very Low,Low,Low,"Very Low, Low, Low",6,118
Chocolate Bars,Cadbury Twirl Breakaway Cookie Dough Milk Chocolate Bar ,16,G,1.1,9.7,0.0,8.5,4.5,83.7,Base Units,Very Low,Medium,Medium,"Very Low, Medium, Medium",12,112
Chocolate Bars,Cadbury Twirl Breakaway Share Pack Chocolate Bar ,29,G,2.1,15.9,0.0,13.5,9.5,157.5,Base Units,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Cadbury Twirl Breakaway Wafer Milk Chocolate Bar ,20,G,1.5,11.0,0.0,9.3,6.5,108.5,Base Units,Low,Medium,Medium,"Low, Medium, Medium",37,87
Chocolate Bars,Cadbury Twirl Caramilk Milk Chocolate Bar ,19.5,G,1.5,11.6,0.0,11.4,5.9,105.5,Base Units,Low,Medium,Medium,"Low, Medium, Medium",37,87
Chocolate Bars,Cadbury Twirl Four Pack Milk Chocolate Bar ,14.5,G,1.2,8.5,0.0,8.2,4.3,77.5,Base Units,Very Low,Medium,Medium,"Very Low, Medium, Medium",12,112
Chocolate Bars,Cadbury Twirl Iced Latte Milk Chocolate Bar ,19.5,G,1.5,11.3,0.0,11.0,5.8,103.4,Base Units,Low,Medium,Medium,"Low, Medium, Medium",37,87
Chocolate Bars,Cadbury Twirl Milk Chocolate Bar ,19.5,G,1.5,11.3,0.0,11.0,5.8,103.4,Base Units,Low,Medium,Medium,"Low, Medium, Medium",37,87
Chocolate Bars,Cadbury Twirl Milk Chocolate Bites Large Snack & Share Bag25g,100,G,1.9,14.5,0.0,14.2,7.4,132.2,Base Units,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Cadbury Twirl Milk Chocolate Bites Snack & Share Bag 25g,5,PCS,1.9,14.5,0.0,14.2,7.4,132.2,Count Units,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Cadbury Twirl Mint Milk Chocolate Bites Snack & Share Bag 25G,5,PCS,1.9,14.5,0.0,14.2,7.4,132.2,Count Units,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Chokito Caramel Milk Chocolate Bar 50g,1,BAR ,2.6,34.0,0.0,29.1,9.2,229.2,Unknown,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Darrell Lea Chocolate Raspberry Balls ,25,G,1.1,16.7,0.0,12.4,4.1,108.1,Base Units,Very Low,High,Medium,"Very Low, High, Medium",17,107
Chocolate Bars,Darrell Lea Life Savers Fruit Tingles Balls 25g,1,G,1.0,18.0,0.0,16.6,4.9,120.1,Base Units,Very Low,High,Medium,"Very Low, High, Medium",17,107
Chocolate Bars,Delfi Top Chocolate Bar Box Confectionary Candy 3x 24pc 9g,,,6.0,10.4,0.0,3.3,5.3,0.0,Unknown,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
Chocolate Bars,El Artesano Turron de Alicante Spanish Hard Nougat 40 G,1,BAR ,4.8,18.0,0.0,16.0,14.0,217.2,Unknown,Medium,High,High,"Medium, High, High",68,56
Chocolate Bars,Europe Nougat Honey Log Chocolate Bar 40g,1,BAR ,1.8,25.8,0.92,19.5,9.1,194.14,Unknown,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Europe Summer Roll Chocolate Bar 40g,1,BAR ,2.0,25.7,0.92,17.0,8.1,185.54,Unknown,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Europe Summer Roll Minis Chocolate Bites Snack & Share Bag  25g,3,PCS,1.3,16.1,0.0,10.6,5.0,114.6,Count Units,Very Low,High,Medium,"Very Low, High, Medium",17,107
Chocolate Bars,Hershey's Choco Balls Cookies & Cream 20g,10,PCS,1.0,12.8,0.0,10.0,5.6,105.6,Count Units,Very Low,Medium,Medium,"Very Low, Medium, Medium",12,112
Chocolate Bars,Hershey's Choco Balls Salted Caramel  20g,10,PCS,1.0,12.8,0.0,10.6,5.6,105.6,Count Units,Very Low,Medium,Medium,"Very Low, Medium, Medium",12,112
Chocolate Bars,Hershey's Cookies & Cream Salted Caramel Bar 38g,1,PC,1.9,24.4,0.0,20.2,10.6,200.6,Unknown,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Hershey's Cookies 'n' Creme Bar 40g,1,BAR ,2.2,25.7,0.0,19.3,10.5,206.1,Unknown,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Hersheys Cookies 'N' Cream Chocolate Bar 36pc 43g 1.58kg,,,6.0,10.4,0.0,3.3,5.3,0.0,Unknown,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
Chocolate Bars,Kinder Bueno Milk Chocolate Bar 21.5g,2,BAR ,1.8,10.7,0.49,8.9,8.1,123.88,Unknown,Low,Medium,High,"Low, Medium, High",38,86
Chocolate Bars,Kinder Bueno Milk Chocolate Covered Wafer Hazelnut Filling 43g x 10,,,6.0,10.4,0.0,3.3,5.3,0.0,Unknown,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
Chocolate Bars,Kinder Bueno White 39g,2,BARS,1.7,10.3,0.0,8.5,7.0,111.0,Unknown,Low,Medium,High,"Low, Medium, High",38,86
Chocolate Bars,Kinder Surprise Chocolate Egg Blue  20g,1,PC,1.7,10.5,0.0,10.4,6.8,110.0,Unknown,Low,Medium,High,"Low, Medium, High",38,86
Chocolate Bars,Kinder Surprise Chocolate Egg Pink ,20,G,1.7,10.5,0.0,10.4,6.9,110.9,Base Units,Low,Medium,High,"Low, Medium, High",38,86
Chocolate Bars,Kinder Surprise Milk Chocolate Egg With Natoons Toy ,20,G,1.7,10.5,0.24,10.4,6.9,111.38,Base Units,Low,Medium,High,"Low, Medium, High",38,86
Chocolate Bars,Kitkat Chunky Aero Mint Milk Chocolate Bar 45g,1,BAR,2.5,27.7,0.0,23.9,13.0,237.8,Count Units,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Kitkat Chunky Cookie Dough Milk Chocolate Bar 45g,1,BAR,3.4,24.8,0.0,14.6,14.6,244.2,Count Units,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Kitkat Chunky Gooey Caramel  48g,1,BAR,2.7,29.6,0.0,25.0,12.7,243.5,Count Units,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Kitkat Chunky Milo Milk Chocolate Bar 45g,,,6.0,10.4,0.0,3.3,5.3,0.0,Unknown,Medium,Medium,Medium,"Medium, Medium, Medium",62,62
Chocolate Bars,Kitkat Chunky Original Milk Chocolate Bar  16.6g,1,PC,1.1,10.1,0.15,8.7,4.6,86.5,Unknown,Very Low,Medium,Medium,"Very Low, Medium, Medium",12,112
Chocolate Bars,Kitkat Milk Chocolate Bar ,22,G,3.0,27.8,0.41,22.7,12.0,232.02,Base Units,Low,High,High,"Low, High, High",43,81
Chocolate Bars,Kitkat Milkybar White Chocolate Bar ,22.5,G,2.7,27.5,0.0,22.1,13.3,240.5,Base Units,Low,High,High,"Low, High, High",43,81
